City,State,Technology,Vendor
Lake Mills,WI,Automated License Plate Readers,Vigilant Solutions
Hemet,CA,Automated License Plate Readers,Flock Safety
Raleigh,NC,Automated License Plate Readers,Flock Safety
Norwich,NY,Automated License Plate Readers,Vigilant Solutions
Natick,MA,Automated License Plate Readers,Vigilant Solutions
Monroe,CT,Automated License Plate Readers,Vigilant Solutions
Tracy,CA,Automated License Plate Readers,Flock Safety
Hudson,WI,Automated License Plate Readers,Vigilant Solutions
Hermosa Beach,CA,Automated License Plate Readers,Motorola Solutions
San Bernardino,CA,Automated License Plate Readers,Motorola Solutions
Dublin,OH,Automated License Plate Readers,Flock Safety
Martinez,CA,Automated License Plate Readers,Flock Safety
Bakersfield,CA,Automated License Plate Readers,Flock Safety
St. Charles,MO,Automated License Plate Readers,Vigilant Solutions
Irvine,CA,Automated License Plate Readers,Motorola Solutions
Denton,TX,Automated License Plate Readers,Vigilant Solutions
Palm Springs,CA,Automated License Plate Readers,Flock Safety
Orange,CA,Automated License Plate Readers,Flock Safety
Lewisville,TX,Automated License Plate Readers,Flock Safety
Lauderhill,FL,Automated License Plate Readers,Vigilant Solutions
St. Paul,MN,Automated License Plate Readers,Vigilant Solutions
Kansas City,MO,Automated License Plate Readers,Vigilant Solutions
Loves Park,IL,Automated License Plate Readers,Vigilant Solutions
Gainesville,FL,Automated License Plate Readers,Vigilant Solutions
Alamo Heights,TX,Automated License Plate Readers,Vigilant Solutions
Redlands,CA,Automated License Plate Readers,"Flock Safety, Motorola Solutions"
Elkton,MD,Automated License Plate Readers,Vigilant Solutions
Round Rock,TX,Automated License Plate Readers,Flock Safety
La Palma,CA,Automated License Plate Readers,Motorola Solutions
Auburn,CA,Automated License Plate Readers,Flock Safety
La Verne,CA,Automated License Plate Readers,Vigilant Solutions
Killeen,TX,Automated License Plate Readers,Vigilant Solutions
Homer,GA,Automated License Plate Readers,Vigilant Solutions
Naperville,IL,Automated License Plate Readers,Vigilant Solutions
Midland,TX,Automated License Plate Readers,Vigilant Solutions
Dillard,GA,Automated License Plate Readers,Vigilant Solutions
Sacramento,CA,Automated License Plate Readers,Motorola Solutions
Carlsbad,CA,Automated License Plate Readers,Motorola Solutions
Miami,FL,Automated License Plate Readers,Vigilant Solutions
Stockton,CA,Automated License Plate Readers,Motorola Solutions
San Mateo,CA,Automated License Plate Readers,Flock Safety
Kings Point,NY,Automated License Plate Readers,Vigilant Solutions
Torrance,CA,Automated License Plate Readers,Motorola Solutions
Downers Grove,IL,Automated License Plate Readers,Vigilant Solutions
Honolulu,HI,Face Recognition,Idemia
Hilo,HI,Face Recognition,Idemia
Līhu‘e,HI,Face Recognition,Idemia
Wailuku,HI,Face Recognition,Idemia
Honolulu,HI,Face Recognition,Idemia
Albuquerque,NM,Face Recognition,Idemia
Harrisburg,PA,Face Recognition,Idemia
Tacoma,WA,Face Recognition,Idemia
London,OH,Face Recognition,NEC
Lakewood,CO,Face Recognition,Idemia
Dover,DE,Face Recognition,Idemia
Lockport,NY,Face Recognition,Aegis
Coral Springs,FL,Face Recognition,Clearview AI
Fort Lauderdale,FL,Face Recognition,Clearview AI
Irving,TX,Face Recognition,Clearview AI
DeSoto,TX,Face Recognition,NEC
Grand Prairie,TX,Face Recognition,NEC
San Antonio,TX,Face Recognition,NEC
North Charleston,SC,Face Recognition,DataWorks Plus
Chubbuck,ID,Body-worn Cameras,VieVu
Berkeley,IL,Body-worn Cameras,Titan
Bloomington,IL,Body-worn Cameras,Axon
Urbana,IL,Body-worn Cameras,VieVu
Champaign,IL,Body-worn Cameras,Panasonic
Chicago,IL,Body-worn Cameras,Axon
Des Plaines,IL,Body-worn Cameras,Mobile-Vision
East Peoria,IL,Body-worn Cameras,Axon
Elgin,IL,Body-worn Cameras,Axon
Evanston,IL,Body-worn Cameras,Axon
Freeport,IL,Body-worn Cameras,VieVu
Moline,IL,Body-worn Cameras,Axon
Normal,IL,Body-worn Cameras,Panasonic
Paxton,IL,Body-worn Cameras,WatchGuard
Peoria Heights,IL,Body-worn Cameras,WatchGuard
Quincy,IL,Body-worn Cameras,Motorola Solutions
Rock Island,IL,Body-worn Cameras,Axon
Sesser,IL,Body-worn Cameras,WatchGuard
Springfield,IL,Body-worn Cameras,Axon
Waukegan,IL,Body-worn Cameras,Motorola Solutions
Carmi,IL,Body-worn Cameras,Wolfcom
Vallejo,CA,Cell-site Simulator,Jacobs Technology
Fontana,CA,Cell-site Simulator,Jacobs Technology
Lewiston,ID,Body-worn Cameras,Axon
Amarillo,TX,Body-worn Cameras,Axon
Binghamton,NY,Body-worn Cameras,Axon
South Daytona,FL,Automated License Plate Readers,NDI Recognition Systems
Trenton,NJ,Gunshot Detection,ShotSpotter
Newport News,VA,Gunshot Detection,ShotSpotter
Braidwood,IL,Body-worn Cameras,Axon
Glendale,AZ,Gunshot Detection,ShotSpotter
Brockton,MA,Gunshot Detection,ShotSpotter
Janesville,WI,Body-worn Cameras,Axon
Salinas,CA,Gunshot Detection,ShotSpotter
Louisville,KY,Gunshot Detection,ShotSpotter
Vancouver,WA,Automated License Plate Readers,Vigilant Solutions
Murrieta,CA,Body-worn Cameras,Axon
Louisville,KY,Body-worn Cameras,Axon
Minneapolis,MN,Automated License Plate Readers,PIPS
Kodiak,AK,Body-worn Cameras,Axon
Plainfield,NJ,Gunshot Detection,ShotSpotter
Live Oak,FL,Body-worn Cameras,Axon
Saginaw,MI,Body-worn Cameras,L-3
Porterville,CA,Body-worn Cameras,Axon
Valdosta,GA,Body-worn Cameras,Axon
Ashland,OR,Body-worn Cameras,Axon
Carrollton,TX,Body-worn Cameras,Axon
Gastonia,NC,Body-worn Cameras,Axon
Decatur,GA,Body-worn Cameras,Axon
Huntington Beach,CA,Body-worn Cameras,Axon
East Lansing,MI,Body-worn Cameras,Axon
Chelsea,MA,Gunshot Detection,ShotSpotter
Tacoma,WA,Predictive Policing,Geolitica
Sacramento,CA,Gunshot Detection,ShotSpotter
Carlisle,PA,Body-worn Cameras,Axon
Staunton,VA,Body-worn Cameras,Axon
Whiteville,NC,Body-worn Cameras,Axon
Butte,MT,Body-worn Cameras,Axon
Washington,DC,Gunshot Detection,ShotSpotter
East Peoria,IL,Body-worn Cameras,Axon
San Francisco,CA,Gunshot Detection,ShotSpotter
Baltimore,MD,Gunshot Detection,ShotSpotter
Castleton-On-Hudson,NY,Body-worn Cameras,Axon
Westerville,OH,Body-worn Cameras,Axon
Birmingham,AL,Gunshot Detection,ShotSpotter
Los Gatos,CA,Predictive Policing,Geolitica
Denver,PA,Automated License Plate Readers,Rekor
Denver,CO,Video Analytics,NiceVision
Hartford,CT,Video Analytics,BriefCam
Clayton,MO,Gunshot Detection,ShotSpotter
Fargo,ND,Automated License Plate Readers,PIPS
Richmond,CA,Body-worn Cameras,Axon
Pittsfield,MA,Gunshot Detection,ShotSpotter
Sheboygan,WI,Body-worn Cameras,Axon
Hamilton,NJ,Body-worn Cameras,Axon
South Bend,IN,Gunshot Detection,ShotSpotter
Salisbury,NC,Body-worn Cameras,Axon
Orlando,FL,Predictive Policing,Geolitica
Chillicothe,OH,Body-worn Cameras,"Axon, VieVu"
Columbus,MT,Body-worn Cameras,Axon
Sandusky,OH,Body-worn Cameras,Axon
Freeport,NY,Gunshot Detection,ShotSpotter
Newark,NJ,Body-worn Cameras,Axon
Jackson,WY,Body-worn Cameras,Coban
Jersey Village,TX,Automated License Plate Readers,Flock Safety
Chicopee,MA,Video Analytics,BriefCam
Minneapolis,MN,Automated License Plate Readers,PIPS
Minneapolis,MN,Video Analytics,Arxys
St. Paul,MN,Video Analytics,BriefCam
St. Paul,MN,Face Recognition,Clearview AI
St. Paul,MN,Face Recognition,Clearview AI
Prior Lake,MN,Face Recognition,Clearview AI
Edina,MN,Automated License Plate Readers,Flock Safety
Maple Grove,MN,Automated License Plate Readers,Flock Safety
Bay St. Louis,MS,Body-worn Cameras,Utility
Biloxi,MS,Body-worn Cameras,Utility
Hattiesburg,MS,Body-worn Cameras,Utility
Long Beach,MS,Body-worn Cameras,Utility
Ocean Springs,MS,Body-worn Cameras,Utility
Oxford,MS,Body-worn Cameras,Axon
Jackson,MS,Body-worn Cameras,Getac
Coeur d'Alene,ID,Automated License Plate Readers,PIPS
Coeur d'Alene,ID,Automated License Plate Readers,PIPS
Post Falls,ID,Automated License Plate Readers,PIPS
Lyndhurst,NJ,Body-worn Cameras,WatchGuard
Westfield,NJ,Body-worn Cameras,Axon
Voorhees,NJ,Body-worn Cameras,Axon
New York City,NY,Face Recognition,"Idemia, Dataworks Plus"
Altus,OK,Body-worn Cameras,Digital Ally
Broken Bow,OK,Body-worn Cameras,Axon
Choctaw,OK,Body-worn Cameras,Axon
Clinton,OK,Body-worn Cameras,WatchGuard
Davis,OK,Body-worn Cameras,WatchGuard
Guthrie,OK,Body-worn Cameras,FirstVu
Hollis,OK,Body-worn Cameras,Axon
Idabel,OK,Body-worn Cameras,Axon
McAlester,OK,Body-worn Cameras,Digital Ally
Moore,OK,Body-worn Cameras,WolfCom
Okmulgee,OK,Body-worn Cameras,FirstVu
Owasso,OK,Body-worn Cameras,VieVu
Pawnee,OK,Body-worn Cameras,Wolfcom
Perkins,OK,Body-worn Cameras,Axon
Sallisaw,OK,Body-worn Cameras,Axon
Spencer,OK,Body-worn Cameras,VieVu
Tahlequah,OK,Body-worn Cameras,Pro-Vision
The Village,OK,Body-worn Cameras,Axon
Wagoner,OK,Body-worn Cameras,Axon
Walters,OK,Body-worn Cameras,Axon
Newkirk,OK,Body-worn Cameras,WatchGuard
Chandler,OK,Body-worn Cameras,Shield V
Muldrow,OK,Body-worn Cameras,Axon
Roland,OK,Body-worn Cameras,WatchGuard
Stratford,OK,Body-worn Cameras,ProVision
Port Washington,NY,Automated License Plate Readers,Rekor
Dallas,OR,Camera Registry,Motorola Solutions
South Bend,IN,Camera Registry,"Fusus, Motorola"
West Palm Beach,FL,Camera Registry,Fusus
Pasadena,CA,Face Recognition,"Vigilant Solutions, Dataworks"
Gainesville,FL,Face Recognition,Idemia
Altamonte Springs,FL,Face Recognition,Idemia
Apopka,FL,Face Recognition,Idemia
Atlantic Beach,FL,Face Recognition,Idemia
Atlantis,FL,Face Recognition,Idemia
Auburndale,FL,Face Recognition,Idemia
Aventura,FL,Face Recognition,Idemia
MacClenny,FL,Face Recognition,Idemia
Bartow,FL,Face Recognition,Idemia
Panama City,FL,Face Recognition,Idemia
Bay Harbor Islands,FL,Face Recognition,Idemia
Belle Isle,FL,Face Recognition,Idemia
Boca Raton,FL,Face Recognition,Idemia
Boynton Beach,FL,Face Recognition,Idemia
Bradenton,FL,Face Recognition,Idemia
Titusville,FL,Face Recognition,Idemia
Fort Lauderdale,FL,Face Recognition,Idemia
Bunnell,FL,Face Recognition,Idemia
Blountstown,FL,Face Recognition,Idemia
Cape Coral,FL,Face Recognition,Idemia
Casselberry,FL,Face Recognition,Idemia
Punta Gorda,FL,Face Recognition,Idemia
Chiefland,FL,Face Recognition,Idemia
Inverness,FL,Face Recognition,Idemia
Green Cove Springs,FL,Face Recognition,Idemia
Clearwater,FL,Face Recognition,Idemia
Clermont,FL,Face Recognition,Idemia
Clewiston,FL,Face Recognition,Idemia
Cocoa Beach,FL,Face Recognition,Idemia
Cocoa,FL,Face Recognition,Idemia
Coconut Creek,FL,Face Recognition,Idemia
Naples,FL,Face Recognition,Idemia
Lake City,FL,Face Recognition,Idemia
Coral Gables,FL,Face Recognition,Idemia
Coral Springs,FL,Face Recognition,Idemia
Crestview,FL,Face Recognition,Idemia
Davie,FL,Face Recognition,Idemia
Daytona Beach,FL,Face Recognition,Idemia
Daytona Beach Shores,FL,Face Recognition,Idemia
Delray Beach,FL,Face Recognition,Idemia
DeLand,FL,Face Recognition,Idemia
Arcadia,FL,Face Recognition,Idemia
Doral,FL,Face Recognition,Idemia
Eatonville,FL,Face Recognition,Idemia
Edgewater,FL,Face Recognition,Idemia
Edgewood,FL,Face Recognition,Idemia
Pensacola,FL,Face Recognition,Idemia
Eustis,FL,Face Recognition,Idemia
Fellsmere,FL,Face Recognition,Idemia
Fernandina Beach,FL,Face Recognition,Idemia
Flagler Beach,FL,Face Recognition,Idemia
Bunnell,FL,Face Recognition,Idemia
Boca Raton,FL,Face Recognition,Idemia
Florida City,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Fort Myers,FL,Face Recognition,Idemia
Fort Walton Beach,FL,Face Recognition,Idemia
Fruitland Park,FL,Face Recognition,Idemia
Fort Lauderdale,FL,Face Recognition,Idemia
Fort Pierce,FL,Face Recognition,Idemia
Gainesville,FL,Face Recognition,Idemia
Moore Haven,FL,Face Recognition,Idemia
Greenacres,FL,Face Recognition,Idemia
Gretna,FL,Face Recognition,Idemia
Groveland,FL,Face Recognition,Idemia
Gulf Breeze,FL,Face Recognition,Idemia
Gulfport,FL,Face Recognition,Idemia
Haines City,FL,Face Recognition,Idemia
Hallandale Beach,FL,Face Recognition,Idemia
Wauchula,FL,Face Recognition,Idemia
LaBelle,FL,Face Recognition,Idemia
Brooksville,FL,Face Recognition,Idemia
Hialeah,FL,Face Recognition,Idemia
Sebring,FL,Face Recognition,Idemia
Tampa,FL,Face Recognition,Idemia
Hollywood,FL,Face Recognition,Idemia
Holmes Beach,FL,Face Recognition,Idemia
Bonifay,FL,Face Recognition,Idemia
Homestead,FL,Face Recognition,Idemia
Indialantic,FL,Face Recognition,Idemia
Indian Harbour Beach,FL,Face Recognition,Idemia
Vera Beach,FL,Face Recognition,Idemia
Indian River Shores,FL,Face Recognition,Idemia
Marianna,FL,Face Recognition,Idemia
Jacksonville Beach,FL,Face Recognition,Idemia
Jacksonville,FL,Face Recognition,Idemia
Jacksonville,FL,Face Recognition,Idemia
Monticello,FL,Face Recognition,Idemia
Jupiter,FL,Face Recognition,Idemia
Key West,FL,Face Recognition,Idemia
Kissimmee,FL,Face Recognition,Idemia
Lady Lake,FL,Face Recognition,Idemia
Tavares,FL,Face Recognition,Idemia
Lake Mary,FL,Face Recognition,Idemia
Lake Wales,FL,Face Recognition,Idemia
Lakeland,FL,Face Recognition,Idemia
Lantana,FL,Face Recognition,Idemia
Largo,FL,Face Recognition,Idemia
Lauderhill,FL,Face Recognition,Idemia
Fort Myers,FL,Face Recognition,Idemia
Leesburg,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Bronson,FL,Face Recognition,Idemia
Lighthouse Point,FL,Face Recognition,Idemia
Live Oak,FL,Face Recognition,Idemia
Longwood,FL,Face Recognition,Idemia
Lynn Haven,FL,Face Recognition,Idemia
Madison,FL,Face Recognition,Idemia
Madison,FL,Face Recognition,Idemia
Maitland,FL,Face Recognition,Idemia
Bradenton,FL,Face Recognition,Idemia
Margate,FL,Face Recognition,Idemia
Marianna,FL,Face Recognition,Idemia
Ocala,FL,Face Recognition,Idemia
Stuart,FL,Face Recognition,Clearview AI
Mascotte,FL,Face Recognition,Idemia
Medley,FL,Face Recognition,Idemia
Melbourne,FL,Face Recognition,Clearview AI
Miami Beach,FL,Face Recognition,Idemia
Miami Gardens,FL,Face Recognition,Idemia
Miami,FL,Face Recognition,Idemia
Miami Shores,FL,Face Recognition,Idemia
Miami Springs,FL,Face Recognition,Clearview AI
Miami-Dade,FL,Face Recognition,Idemia
Miami-Dade Schools,FL,Face Recognition,Idemia
Miramar,FL,Face Recognition,Idemia
Key West,FL,Face Recognition,Idemia
Mount Dora,FL,Face Recognition,Idemia
Naples,FL,Face Recognition,Idemia
Yulee,FL,Face Recognition,Idemia
Neptune Beach,FL,Face Recognition,Idemia
New Port Richey,FL,Face Recognition,Idemia
New Smyrna Beach,FL,Face Recognition,Idemia
Niceville,FL,Face Recognition,Idemia
North Bay Village,FL,Face Recognition,Idemia
North Miami Beach,FL,Face Recognition,Idemia
North Miami,FL,Face Recognition,Idemia
North Palm Beach,FL,Face Recognition,Idemia
North Port,FL,Face Recognition,Idemia
Oakland,FL,Face Recognition,Idemia
Ocala,FL,Face Recognition,Idemia
Ocean Ridge,FL,Face Recognition,Idemia
Ocoee,FL,Face Recognition,Idemia
Shalimar,FL,Face Recognition,Idemia
Okeechobee,FL,Face Recognition,Idemia
Okeechobee,FL,Face Recognition,Idemia
Orange City,FL,Face Recognition,Idemia
Orlando,FL,Face Recognition,Idemia
Orlando,FL,Face Recognition,Idemia
Orange Park,FL,Face Recognition,Idemia
Orlando,FL,Face Recognition,Idemia
Ormond Beach,FL,Face Recognition,Idemia
Kissimmee,FL,Face Recognition,Idemia
Oviedo,FL,Face Recognition,Idemia
Palatka,FL,Face Recognition,Idemia
Palm Bay,FL,Face Recognition,Idemia
West Palm Beach,FL,Face Recognition,Idemia
Palm Beach Gardens,FL,Face Recognition,Idemia
Palm Beach,FL,Face Recognition,Idemia
Palm Beach,FL,Face Recognition,Idemia
Palm Beach,FL,Face Recognition,Idemia
Palm Beach Shores,FL,Face Recognition,Idemia
Palm Springs,FL,Face Recognition,Idemia
Palmetto,FL,Face Recognition,Idemia
Panama City Beach,FL,Face Recognition,Idemia
Panama City,FL,Face Recognition,Idemia
Parker,FL,Face Recognition,Idemia
New Port Richey,FL,Face Recognition,Idemia
Pembroke Pines,FL,Face Recognition,Idemia
Pensacola,FL,Face Recognition,Idemia
Pinecrest,FL,Face Recognition,Idemia
Pinellas Park,FL,Face Recognition,Idemia
Largo,FL,Face Recognition,Idemia
Plant City,FL,Face Recognition,Idemia
Plantation,FL,Face Recognition,Idemia
Winter Haven,FL,Face Recognition,Idemia
Port Orange,FL,Face Recognition,Idemia
Port St. Lucie,FL,Face Recognition,Idemia
Punta Gorda,FL,Face Recognition,Idemia
Palatka,FL,Face Recognition,Idemia
Quincy,FL,Face Recognition,Idemia
Riviera Beach,FL,Face Recognition,Idemia
Rockledge,FL,Face Recognition,Idemia
Sanford Airport,FL,Face Recognition,Idemia
Sanford,FL,Face Recognition,Idemia
Sanibel,FL,Face Recognition,Idemia
Milton,FL,Face Recognition,Idemia
Sarasota,FL,Face Recognition,Idemia
Sarasota,FL,Face Recognition,Idemia
Sebastian,FL,Face Recognition,Idemia
Sebring,FL,Face Recognition,Idemia
Sanford,FL,Face Recognition,Idemia
Hollywood,FL,Face Recognition,Idemia
South Daytona,FL,Face Recognition,Idemia
South Miami,FL,Face Recognition,Idemia
St. Augustine,FL,Face Recognition,Idemia
St. Cloud,FL,Face Recognition,Idemia
St. Augustine,FL,Face Recognition,Idemia
Fort Pierce,FL,Face Recognition,Idemia
St. Petersburg,FL,Face Recognition,Idemia
Starke,FL,Face Recognition,Idemia
Stuart,FL,Face Recognition,Idemia
Wildwood,FL,Face Recognition,Idemia
Sunny Isles Beach,FL,Face Recognition,Idemia
Sunrise,FL,Face Recognition,Idemia
Surfside,FL,Face Recognition,Idemia
Live Oak,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tallahassee,FL,Face Recognition,Idemia
Tampa,FL,Face Recognition,Idemia
Tampa,FL,Face Recognition,Idemia
Tarpon Springs,FL,Face Recognition,Idemia
Temple Terrace,FL,Face Recognition,Idemia
Tequesta,FL,Face Recognition,Idemia
Titusville,FL,Face Recognition,Idemia
Umatilla,FL,Face Recognition,Idemia
Orlando,FL,Face Recognition,Idemia
Gainesville,FL,Face Recognition,Idemia
Miami,FL,Face Recognition,Idemia
Jacksonville,FL,Face Recognition,Idemia
Tampa,FL,Face Recognition,Idemia
Venice,FL,Face Recognition,Idemia
Vero Beach,FL,Face Recognition,Idemia
Palmetto Bay,FL,Face Recognition,Idemia
Virginia Gardens,FL,Face Recognition,Idemia
Deland,FL,Face Recognition,Idemia
Crawfordville,FL,Face Recognition,Idemia
DeFuniak,FL,Face Recognition,Idemia
Wauchula,FL,Face Recognition,Idemia
West Melbourne,FL,Face Recognition,Idemia
West Miami,FL,Face Recognition,Idemia
West Palm Beach,FL,Face Recognition,Idemia
Williston,FL,Face Recognition,Idemia
Wilton Manors,FL,Face Recognition,Idemia
Windermere,FL,Face Recognition,Idemia
Winter Gardens,FL,Face Recognition,Idemia
Winter Haven,FL,Face Recognition,Idemia
Winter Park,FL,Face Recognition,Idemia
Winter Springs,FL,Face Recognition,Idemia
Biloxi,MS,Real-Time Crime Center,Project NOLA
Woodbury,NJ,Real-Time Crime Center,Project NOLA
Hattiesburg,MS,Real-Time Crime Center,Project NOLA
New Castle,PA,Real-Time Crime Center,Project NOLA
Westwego,LA,Real-Time Crime Center,Project NOLA
Chalmette,LA,Real-Time Crime Center,Project NOLA
Collins,MS,Real-Time Crime Center,Project NOLA
Madera,CA,Predictive Policing,Geolitica
Miami Gardens,FL,Predictive Policing,Geolitica
South Jordan,UT,Predictive Policing,Geolitica
Woodland,CA,Predictive Policing,Geolitica
Atlanta,GA,Real-Time Crime Center,Fusus
Wilmington,NC,Gunshot Detection,ShotSpotter
Springfield,MA,Gunshot Detection,ShotSpotter
Miami Gardens,FL,Gunshot Detection,ShotSpotter
Baton Rouge,LA,Gunshot Detection,ShotSpotter
Tampa,FL,Gunshot Detection,ShotSpotter
Pleasantville,NJ,Gunshot Detection,ShotSpotter
Boston,MA,Gunshot Detection,ShotSpotter
Somerville,MA,Gunshot Detection,ShotSpotter
Greenville,NC,Gunshot Detection,ShotSpotter
East Palo Alto,CA,Gunshot Detection,ShotSpotter
Richmond,CA,Gunshot Detection,ShotSpotter
Denver,CO,Gunshot Detection,ShotSpotter
Bridgeport,CT,Gunshot Detection,ShotSpotter
New Haven,CT,Gunshot Detection,ShotSpotter
Wilmington,DE,Gunshot Detection,ShotSpotter
Jacksonville,FL,Gunshot Detection,ShotSpotter
Riviera Beach,FL,Gunshot Detection,ShotSpotter
Chicago,IL,Gunshot Detection,ShotSpotter
Everett,MA,Gunshot Detection,ShotSpotter
New Bedford,MA,Gunshot Detection,ShotSpotter
